Date,Username,Link,Description,Language,Template,Hashtags,authorDigged,authorFollowerCount,authorFollowingCount,authorLikes,videoCount,musicAuthorName,musicTitle ,collectCount,Video Comment Count,Video Play Count,Share Count,videoId,authorId,musicId
2023-06-20,isabellamjohn,https://www.tiktok.com/@6683978821923881989/video/7246882742938438954,"Cooperation with Samsonite Elevation Plus Spinner Duo and Leather Everyday Backpack shines through! These travel essentials blend style with functionality, perfect for those always on the move. Whether you're jetting off on your next adventure or navigating the daily commute, Samsonite's reliable and chic designs ensure you're well-prepared and looking great.",English,,#SamBassador #SamsonitePartner #TravelLikeYourParents #digitalnomad #traveltok #travelinspo #traveldiaries #travellife,75000,170000,366,6100000,426,bella,original sound,55,18,817500,187,7246882742938438954,6683978821923881989,7246882745191090986
2023-07-19,isabellamjohn,https://www.tiktok.com/@6683978821923881989/video/7257548725839465770,Pictures of the beach and sunsets,English,No,#sunset #traveltok #digitalnomad #beachsunset #mountainsunset #sunsetlover #summer,17900,170000,366,6100000,426,Nani☆,original sound - Nani☆,2056,43,88600,864,7257548725839465770,6683978821923881989,7189722267354090245
2023-10-28,isabellamjohn,https://www.tiktok.com/@6683978821923881989/video/7295095155852315950,"Backpacking, waterfalls, beaches and palms: flashing pictures",English,No,#traveltok #digitalnomad #travelinyourtwenties #travelyoung #bfftravel #bestiegoals #travelgoals #travelinspo #travelguide #bestietravelgoals,20100,170000,366,6100000,426,-,clocks,1803,126,135900,318,7295095155852315950,6683978821923881989,7067333941179206405
2023-12-04,isabellamjohn,https://www.tiktok.com/@6683978821923881989/video/7308809314607566123,Two pictures shifting: a gril looking into the camera and a trio playing in the ocean at the sunset. The captions saying: constantly trying to convince my friends to move abroad with me gotten pretty good at it though.,English,No,#traveltok #digitalnomad #remotework #travellife,22300,170000,366,6100000,426,Sophie Ellis-Bextor,Murder On The Dancefloor,940,97,207000,542,7308809314607566123,6683978821923881989,7245400589675727643
2023-12-16,juliosantosdesoto,https://www.tiktok.com/@7122162790249432107/video/7313182660824763691,"An American guy talking to the camera, chewing something, saying that he has a lot of time for self-care if he wakes up 08.30 European time and start to work for American company at 2 pm.",English,No,#livingabroad #spain #digitalnomad  #remotework,80800,232000,4621,5800000,728,Julio Santos-De Soto,original sound,5551,760,916200,1324,7313182660824763691,7122162790249432107,7313182779431750446
2023-09-20,nomadsou,https://www.tiktok.com/@6924393948643525638/video/7280837534207266054,"A small dining house in Kyoto, The author ete curry udon at this 100 years old dinner. The grandama has been cooking and serving udon for the past 58 years! She asks to support her when in Kyoto ",English,No,#kyoto #japan #japantok #japantravel #kyototrip #japantrip #foodie #japanfood #udon #nomad #digitalnomad #hiddengems,81700,25200,1218,5600000,599,Ichiko Aoba,アンディーヴと眠って,8606,213,416900,1549,7280837534207266054,6924393948643525638,6924310202087704577
2023-10-06,nomadsou,https://www.tiktok.com/@6924393948643525638/video/7286797971096718597,A girl is putting a lot of clothes on her to avoid paying access fee,English,No,#travel #traveltok #nomadtok #digitalnomad #kl #kualalumpur #malaysia #travelstruggles #traveltips,17700,25200,1218,5600000,599,Sou,original sound,522,51,81200,220,7286797971096718597,6924393948643525638,7286797987190803205
2023-10-07,nomadsou,https://www.tiktok.com/@6924393948643525638/video/7287214456982211845,The girl is taking on the clothes on her to avoid paying exesss weight charges to the airline. It worked out but she does not recommend it.,English,No,#travel #traveltok #nomadtok #digitalnomad #kl #kualalumpur #malaysia #travelstruggles #traveltips,14700,25200,1218,5600000,599,Sou,original sound,367,37,70300,155,7287214456982211845,6924393948643525638,7287214472032226054
2023-10-12,nomadsou,https://www.tiktok.com/@6924393948643525638/video/7289096032632229126,"A girl tells her story of carrying very heavy carry-ons through the stair, in the storm and argues there is  a hard side of nomaing. The music indicates ""sometimes I feel, I've got to run away""",Engish,No,#travelproblems #digitalnomad,20900,25200,1218,5600000,599,✮,original sound,325,45,71700,54,7289096032632229126,6924393948643525638,7120552235582393093
2023-10-23,nomadsou,https://www.tiktok.com/@6924393948643525638/video/7293153201862348037,"Food V-log in Korea. Real question tho, is japchae supposed to be eaten cold or warm? I've always ate it warm so this was definitely a first 🥶",English,No,#seoul #korea #southkorea #koreanfood #japchae #livinginkorea #nomad #digitalnomad #nomadsou,63900,25200,1218,5600000,599,julie on the internet,nintendo wii (mii channel) song,1352,439,2800000,92,7293153201862348037,6924393948643525638,7055593201247193090
2023-11-20,johorfoodie,https://www.tiktok.com/@6652706244828823554/video/7303467502187629825,"Dedicated to DE Rantau Nomads: Famous Roti Canai Sarang Burung in Johor 📍Zaidi Canai, Taman Anggerik, Kempas, Johor. #derantau #digitalnomad #malaysiadigitalnomad",English,No,#derantau #digitalnomad #malaysiadigitalnomad,29500,395100,23,4900000,486,Johor Foodie,original sound - Johor Foodie,8277,694,946600,7577,7303467502187629825,6652706244828823554,7303467595197041410
2023-07-20,workanywhere.org,https://www.tiktok.com/@6585998346132979718/video/7257855865728879898,"The girl is showcasting Elon Musc, Watters, Martha Sterwart, propagating for ending remote work policies and telling that these people do not have remote workers interests at heart.",English,Green Screen Video,#workanywhere #remotework #workandtravel #digitalnomad #remoteworker #workremotely,56800,276800,62,4800000,425,#workanywhere,original sound,3391,3756,1100000,2970,7257855865728879898,6585998346132979718,7257855821487622938
2023-06-25,juan_and_lonely,https://www.tiktok.com/@6873133835833066497/video/7248690307166915845,"Vlog about a unique and less mainstream island-hopping trip in Siargao, Philippines, avoiding the popular and often crowded islands like Guyam, Naked, and Daku Island. Instead, the person recommends visiting Corregidor and Mam-on Island for a more authentic and natural experience. They share their adventure starting with a boat ride to Mam-on Island from General Luna, which takes about 45 minutes. Despite the long and somewhat uncomfortable journey, they emphasize being responsible and not leaving any trash, like bottles, in the sea.",Filipino,No,#siargao #island #tour #afam #foreigners #travel #solotravel #budgettravel #digitalnomad,20000,149000,87,4300000,346,Juan and Lonely on IG,original sound - Juan and Lonely on IG,3919,236,188500,1822,7248690307166915845,6873133835833066497,7248690535024560901
2023-12-05,cnbcmakeit,https://www.tiktok.com/@6724641833585181701/video/7309151515015515435,CNN broadcast about Americans who have relocated to Mexico City in search of a better lifestyle.,English,No,#soulfood #restaurant #CNBCMakeIt #digitalnomad,36600,288500,70,4100000,680,CNBC Make It,original sound,4139,1732,315900,2955,7309151515015515435,6724641833585181701,7309151640119577387
2023-06-22,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7247323876797975851,"Sydney is pursuing remote work to travel the world while young opens up countless opportunities for adventure, cultural immersion, and personal growth. This lifestyle embraces the freedom to explore while building a career that accommodates your wanderlust. The sound lyrics ""My love we are here now"" is used in many ""traveltok video.",English,No,#japanvlog #remotework #digitalnomad #tokyo,414800,109400,328,4000000,578,🙎‍♀️,original sound,45300,1160,1500000,7774,7247323876797975851,6678456744718910470,7066849701269605166
2023-06-24,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7248330272331238702,"An American girl V-logging her trips destination with the music lyrics: ""what do you think iof we pack our thing and dissapear""?",English,No,#travel #traveltok #memories #digitalnomad #adventure #moveabroad #lifeinyour20s #jungle #traveltheworld #traveldiaries #exploring #costarica #southamerica,33800,109400,328,4000000,578,Kare,original sound,3769,143,148700,1477,7248330272331238702,6678456744718910470,7240883973671389957
2023-06-27,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7249385962747202858,V-log of an Airbnb house in Costa Rica for weekend getaway,English,No,#costarica #monteverde #airbnb #airbnbfinds #weekendtrip #jungle #visitcostarica #travel #traveltok #costaricatips #digitalnomad #traveldiaries #monteverdecostarica,27800,109400,328,4000000,578,Bella,original sound,2417,95,119100,1104,7249385962747202858,6678456744718910470,7240258699678272262
2023-06-29,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7249943836720418091,V-log of the sunsetis on the beach side in Costa Rica,English,No,#santateresa #costarica #travel #digitalnomad #sunset #backpacking #memories #beachsunset,18000,109400,328,4000000,578,mathias i think,original sound,2410,73,98600,833,7249943836720418091,6678456744718910470,7239132222652042026
2023-07-14,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7255708801578437934,A girl is happy everytime she gets to a new place ,English,No,#costarica #backpacking #centralamerica #santateresa #puravida #budgettravel #solotravel #travel #flight #movingabroad #traveldiaries #digitalnomad #workingremote #wfhlife #wfh,20800,109400,328,4000000,578,Rod,Should I move here,1560,97,114200,1093,7255708801578437934,6678456744718910470,7041298260215991045
2023-07-20,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7258033342833102126,"Two girls traveling each month to a new destination and work their 9-5 jobs remote. The spend in a month living in Santa Teresa, Costa Rica and about 4500 dollars for a living and activities. Costa Rica is definitely the most expensive country that they\ve been to in South / Central America but we had the absolute BEST time there!",English,No,#santateresa #costarica #puravida #travel #traveltok #digitalnomad #workremote #backpacking #movingabroad #traveldiaries #santateresacostarica #costaricarecommendations #longtermtravel #centralamerica #costofliving #whatispendinamonth #whatispend #costoflivingcostarica,146500,109400,328,4000000,578,sydney blandford,original sound,7444,689,997000,9261,7258033342833102126,6678456744718910470,7258033359098481450
2023-07-28,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7260883992084270378,"Flashing pictures of airplane vings in the air, traveling, claiming there is something special of seeing the earth from the above.",English,No,#travel #traveltok #digitalnomad #workremote #backpacking #movingabroad #traveldiaries #views #airplane #longtermtravel #dreamlife #dreamcometrue #girlstrip,27400,109400,328,4000000,578,🎧🏴󠁧󠁢󠁳󠁣󠁴󠁿,hey there delilah,3601,64,121900,985,7260883992084270378,6678456744718910470,7142545715356568325
2023-08-06,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7264241968551693610,"Destination video of the small town of Seward, AK that you need to add to your bucket list - this place is magical & you can see so much wildlife!! make sure to take a boat tour thru Kenai Fjords National Park 🐳 ",English,No,#alaska #sewardalaska #seward #exitglacier #glaciers #kenaifjords #kenaifjordsnationalpark #orcas #humpbacks #whales #otters #smalltown #travel #traveltok #digitalnomad #adventure #nature #hiking #weekendgetaway #summertravel #alaskansummer #hardingicefield,17000,109400,328,4000000,578,mia,ac vhscoven on Instagram,1685,217,96500,829,7264241968551693610,6678456744718910470,7035567360031460102
2023-08-27,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7272133700979117354,V-log about spending the day on the COOLEST Alaskan excursion 🩵 paddle boarding through Knik Glacier.,English,No,#travel #traveltok #traveldiaries #digitalnomad #travelinginyour20s #bucketlist #remotework #summer #summertravel #bucketlisttravel #glacier #uniqueexperiences #onceinalifetime #helicopter #alaskansummers #visitalaska #alaska #anchoragealaska,286200,109400,328,4000000,578,sydney blandford,original sound,44000,732,1800000,35500,7272133700979117354,6678456744718910470,7272133748873857834
2023-06-26,doseoftravel,https://www.tiktok.com/@6797089160647459845/video/7249089421155388715,"A girl is walking on a street of a city, telling she does not use her doctorate degree she studyed 7 years for, and she has pivoted her careers 3 times.",English,No,#relatable #fyp #traveltiktok #manifestation #growthmindset #growthtiktok #20s #digitalnomad #dreamlife #changeyourmindset,135900,115800,352,3800000,2974,Victor Thompson,THIS YEAR (Blessings),6684,722,1800000,1901,7249089421155388715,6797089160647459845,7187093460854360838
2023-08-08,laurabyrnesintheworld,https://www.tiktok.com/@6756991467787682822/video/7265018682802310443,"A video telling about 1 euro home program in Sicilia, where you can buy a house by only putting a bond of 4K Euro",English,Green Screen,#1eurohouse #1eurohouseitaly #castiglionedisicilia #sicily #italy #digitalnomad,16300,205700,1101,3600000,645,Laura Byrnes Design,original sound,6836,225,341900,4704,7265018682802310443,6756991467787682822,7265018696001768235
2023-12-26,penangfoodie,https://www.tiktok.com/@7129426590244979717/video/7316826106793823489,"Malasyan women prepare local icescreem, her TikTok is dedicated to DE Rantau Nomads: Motorcycle Ice Cream in Langkawi 🔥",Malay,No,#derantau #digitalnomad #malaysiadigitalnomad #fyp #langkawi,23400,245000,16,3300000,684,🌃,dance the night dua lipa,1959,147,466100,335,7316826106793823489,7129426590244979717,7247344096481725185
2023-12-30,penangfoodie,https://www.tiktok.com/@7129426590244979717/video/7318233055850761473,"The video shows food preparation on a street in Ipoh, Malaysia. It is tagged with digitalnomad to reach the audience, also tiktok used as an announcement",Malay,No,#derantau #digitalnomad #malaysiadigitalnomad #ipoh,20700,245000,16,3300000,684,Penang Foodie,original sound - Penang Foodie,1091,252,520700,270,7318233055850761473,7129426590244979717,7318233158926011138
2024-01-04,haterslovebru,https://www.tiktok.com/@6719395568647685126/video/7320078862027705601,"Advertising of more Remote jobs. Background music, flashing content",English,No,#remote #remotework #Remote Work In Australia #workfromhome #workfromhomejobs #digitalnomad #laptoplifestyle #jobs #jobsearch,206100,138800,204,3300000,603,♱,I Wouldnt Mind,150000,690,4000000,11200,7320078862027705601,6719395568647685126,7182828650096905002
2024-01-05,haterslovebru,https://www.tiktok.com/@6719395568647685126/video/7320604847122828546,"The announcement of remote postitons, content sharing of available positions",English,No,#workfromhome #workfromhomejobs #digitalnomad #laptoplifestyle #jobs #jobsearch,36900,138800,204,3300000,603,dopuu,Solo (Sped Up + Instrumental),17300,542,362700,922,7320604847122828546,6719395568647685126,7234312610291140609
2024-01-11,haterslovebru,https://www.tiktok.com/@6719395568647685126/video/7322881178720062722,"New Remote works announcements, administrative, chat support, vacation planning, enticing advertisements for remote jobs on platforms like ✨jobstok✨, urging engagement and content sharing",English,No,#remote #remotework #Remote Work In Australia #workfromhome #workfromhomejobs #digitalnomad #laptoplifestyle #jobs #jobsearch,206600,138800,204,3300000,603,JID,Surround Sound,168300,1401,3200000,12700,7322881178720062722,6719395568647685126,7050547465157642241
2024-01-13,haterslovebru,https://www.tiktok.com/@6719395568647685126/video/7323576966483954945,"Remote works announcements: administrative, chat support, vacation planning (tourist agent) with the promt to engage to stay on jobstock.",English,No,#remote #remotework #Remote Work In Australia #workfromhome #workfromhomejobs #digitalnomad #laptoplifestyle #jobs #jobsearch,195300,138800,204,3300000,603,Bad Bunny,MONACO,136200,524,3600000,15100,7323576966483954945,6719395568647685126,7289130857087764481
2024-01-18,haterslovebru,https://www.tiktok.com/@6719395568647685126/video/7325429238155332865,"Remote works announcements, mostly administrative, chat support, vacation planning (tourist agent) with the promt to engage to stay on ✨jobstok✨",English,No,#remote #remotework #Remote #workfromhome #workfromhomejobs #digitalnomad #laptoplifestyle #jobs #jobsearch,0,138800,204,3300000,603,Jack Harlow,Lovin On Me,27200,127,0,11700,7325429238155332865,6719395568647685126,7293284592491023135
2024-01-20,haterslovebru,https://www.tiktok.com/@6719395568647685126/video/7326178627266153730,"Flashing advertising of remote jobs, ""No talking required"" Engage to stay on ✨jobstok✨ and share this content.",English,No,#remote #remotework #Remote #workfromhome #workfromhomejobs #digitalnomad #laptoplifestyle #jobs #jobsearch,55800,138800,204,3300000,603,Sophie Ellis-Bextor,Murder On The Dancefloor,21800,170,854200,2270,7326178627266153730,6719395568647685126,6928470186467018753
2024-01-28,haterslovebru,https://www.tiktok.com/@6719395568647685126/video/7329152254668246274,"Remote works announcements, mostly administrative, chat support, vacation planning (tourist agent) with the promt to engage to stay on ✨jobstok✨",English,No,#remote #remotework #Remote #workfromhome #workfromhomejobs #digitalnomad #laptoplifestyle #jobs #jobsearch,29400,138800,204,3300000,603,JID,Surround Sound,16200,26,733800,2179,7329152254668246274,6719395568647685126,7050547465157642241
2024-01-28,haterslovebru,https://www.tiktok.com/@6719395568647685126/video/7329224126583803137,Flashing advertising of remote jobs with the urging to Engage to stay on ✨jobstok✨ and share this content. Music text: sliping thrpught my fingers,English,No,#remote #remotework #Remote #workfromhome #workfromhomejobs #digitalnomad #laptoplifestyle #jobs #jobsearch,61300,138800,204,3300000,603,Declan McKenna,Slipping Through My Fingers,42600,129,848400,3520,7329224126583803137,6719395568647685126,7309169408407799810
2023-11-27,dominiquetravels,https://www.tiktok.com/@7235920318165681178/video/7305983258523651361,"A girl is crying happy tears, saying that absolutely anything you put your mind to is possible. ",English,,#Travel #backpacking #DominiqueTravels #DigitalNomad #solotravel,107600,70200,107,3300000,240,francescacacciolo,untold story,12500,226,548800,183,7305983258523651361,7235920318165681178,7256342004752304923
2023-08-17,daisystraveldiaries,https://www.tiktok.com/@6859060053544420358/video/7268311302030855456,"A british girl is dancing in the boat and through the captons telling her story as a solo traveller, content creator and trip organaiser",English,No,#digitalnomadgirls #digitalnomad #fulltimetravel #solotravel #remoteworklife,73900,43700,268,3200000,1283,Kwadwo†,original sound,3956,205,662600,2278,7268311302030855456,6859060053544420358,7134346790526520069
2023-10-09,daisystraveldiaries,https://www.tiktok.com/@6859060053544420358/video/7287939439907654944,The girl is questioning the video of herself her guide has offered her to shoot after the whole day of hicking.,English,No,#digitalnomad #digitalnomadgirls #solotravel #travelreality,20700,43700,268,3200000,1283,Tate McRae,greedy,673,240,258000,6663,7287939439907654944,6859060053544420358,7263788553225358126
2024-01-14,daisystraveldiaries,https://www.tiktok.com/@6859060053544420358/video/7323768697330421024,"The girl is telling why she ended up alone in a coconut boat. She visited Vietnam solo recently & was staying in hotels or private rooms asshe is a digital nomad so work in the day or evenings / I just don’t do dorms any more darlings 🙏 So I signed up to this coconut boat trip & cooking class (oioi Miss Gordon Ramsey) as I thought it would be more fun to do the boats with people 🫶 When we got there I realised it was two to a boat but everyone else was already signed up in a pair so I was alone. I go early didn’t mind though but I think the people felt bad for me … yeah gimmie sympathy you loved up betches.  BUT, after about 10 minutes, my boat man & I started to try and communicate then just started constantly laughing at each other for the next 20 minutes 🤣🤣 he then kept telling me g his mates something in Vietnamese and they kept laughing at me too. I was sweating and crying with the amount of laughter.  We had no idea what the other person was saying but OMG we laughed.  The cooking class was then as a big group so met some really cool people! 😊🥂 So this is your sign to book that ticket, talk with the locals and just HAVE FUN!  Or, book into my group trip in Nepal next month or Thailand in March to travel with a group of like minded legends with all the laughs 😂",English,No,#digitalnomad #solotravel #locationindependent #travelgirlsgo #digitalnomadgirls,123200,43700,268,3200000,1283,Nicki Minaj,FTCU,5573,186,995400,285,7323768697330421024,6859060053544420358,7310025944114104321
2023-07-20,caracelestewest,https://www.tiktok.com/@7035748875014833198/video/7257993137438706987,"An American girl is doing afiliated marketing through posting remote jobs opportunities, leads from her site.",English,No,#remoteworklife #remotejobs #remotejobs2023 #digitalnomad #digitalnomadlife #digitalnomadlifestyle #workingremotely,29100,234600,1127,2900000,490,Cara | Digital Nomad Mom,original sound,15200,206,281000,5675,7257993137438706987,7035748875014833198,7257993148444511018
2023-10-19,carla.koenig,https://www.tiktok.com/@96417540804964352/video/7291740800981978401,"Destination video: beach, surf, accomodation, changing pictures, the same video, but pisted by another author",English,No,#costarica #santateresa #surftown #digitalnomad #traveltiktok,16700,57000,196,2900000,446,Yugen,afterlife x jacob and the stone,3158,124,100200,375,7291740800981978401,96417540804964352,7251942631273057050
2023-07-07,octaviusra,https://www.tiktok.com/@6718198892586189829/video/7252880355932343558,"The guy is V-logging others accomodation in Bali, with the cost of its rental. Yet another luxury villa.",English,No,#bali #balirealestate #realestate #hometour #travel #octaviusra #reels #remo,66200,52400,25,2300000,150,octavius ra,original sound,7267,1050,924000,2901,7252880355932343558,6718198892586189829,7252880551597312773
2023-07-11,octaviusra,https://www.tiktok.com/@6718198892586189829/video/7254430289751969029,"The guy interview a family with a baby gilr about how much they pay forrent in Bali, he claims it's too much and advices follow him on Instagram",English,No,#bali #balirealestate #realestate #hometour #comedy,70600,52400,25,2300000,150,octavius ra,original sound,2488,279,891700,291,7254430289751969029,6718198892586189829,7254430467298724614
2023-08-05,octaviusra,https://www.tiktok.com/@6718198892586189829/video/7263657419081927941,"An American guy interviewing nomads in Bali about the cost of their accomodation. This lucky ducky is staying at her friend’s villa for free, the vila is for sale.",English,No,#bali #indonesia #realestate #balirealestate #luxuryhome #hometour #octaviusra #remotework #digitalnomad #travel,69300,52400,25,2300000,150,octavius ra,original sound,7150,640,808400,3193,7263657419081927941,6718198892586189829,7263657658736020230
2023-08-07,octaviusra,https://www.tiktok.com/@6718198892586189829/video/7264393205100137734,"An American guy, v-logging about the cost of luxury living in Bali ",English,"No, but using #capcut as trending hashtag",#bali #balirealestate #realestate #hometour #octaviusra #fun #travel #remotework #digitalnomad #capcut,40500,52400,25,2300000,150,octavius ra,original sound,4108,235,757800,811,7264393205100137734,6718198892586189829,7264393247266147077
2023-08-25,octaviusra,https://www.tiktok.com/@6718198892586189829/video/7271053243621592325,"An American V-logger, interveiwing people in Bali about the cost of living. This time he is interviewing another v-logger (video above) about his 5K villa.",English,No,#digitalnomad,43200,52400,25,2300000,150,octavius ra,original sound,2402,195,677100,437,7271053243621592325,6718198892586189829,7271053506151844613
2023-09-04,octaviusra,https://www.tiktok.com/@6718198892586189829/video/7274781457652927750,"An American guy is interviewing a random girl about her accomodation cost in Bali, whe pays $150 / day to stay in this boutique condo with a private pool and rice paddy. ",English,No,#bali #balirealestate #realestate #fun #reels #octaviusra #hometour #travel #remotework #digitalnomad,18600,52400,25,2300000,150,octavius ra,original sound,1389,109,371000,238,7274781457652927750,6718198892586189829,7274781722199771910
2023-12-02,deedeeburmesevlog,https://www.tiktok.com/@7130207819915674650/video/7307989710914292993,"Who is a Digital nomad, pod-cast in burmese explaining how to become a digital nomad, what countries DN originates from, what job are they doing.",Burmese,No,#deedeeburmesevlog #digitalnomad #fyptiktokmyanmar,24600,386600,0,2200000,100,Dee Dee,original sound - Dee Dee,2220,58,286800,108,7307989710914292993,7130207819915674650,7307989755358022401
2023-12-08,deedeeburmesevlog,https://www.tiktok.com/@7130207819915674650/video/7310214809650269441,"Video-podcast with a burmeesia guy who is talking about digitlat nomad lifestyle and how to achive it. Notably he uses english words for Digital Nomad, Remote Work, Life Coach etc.",Burmese,No,#deedeeburmesevlog #digitalnomad #fyptiktokmyanmar #incomeofdigitalnomad,18300,386600,0,2200000,100,DM Production,Epic Inspiration,1449,52,234600,56,7310214809650269441,7130207819915674650,7116400670005872641
2023-06-28,rohrsteam,https://www.tiktok.com/@7135488766324130859/video/7249702090765765931,"An American guy is arguing that all new houses in West Aftrica are build much better than in America, where everyting is built from ""cheaper"" materials and lot's of many are wasted in the building permissions. Hense he advise you to invest in property in West Africa.",English,No,#rohrsteam #ghana #nigeria #westafrica #africa #expat #digitalnomad  #accra,199600,262900,693,2100000,163,The Rohrs Team,original sound,27600,9294,1800000,24800,7249702090765765931,7135488766324130859,7249702172345191214
2023-07-23,passportvisionz_,https://www.tiktok.com/@6935626086391579653/video/7258823152921283882,"American couple moved to Maysia and now paying 300 dollars for rent of a beautiful 2-t appartment, what they call soft living and market their services on how to make money online. Soft relaxing music, cover on",English,No,#malaysia #viral #passportvisionz #movetothailand #movetobali #movetomalaysia #digitalnomad #travel #southeastasia,57700,36200,1191,2100000,366,LUSANDA,LUSANDA Hey Ya OUT NOW,7758,832,330900,7538,7258823152921283882,6935626086391579653,7258347532266916613
2023-09-29,passportvisionz_,https://www.tiktok.com/@6935626086391579653/video/7284281935646461226,"V-log of traveling in China's city of Chongqing, a futuristic multistory hotel in the clouds.",English,No,#chongqing #china #douyin_china #duoyin斗音 #duoying #chinatravel #travelchina #explorechina #chinavendor #vendorsinchina #cantonfairchina #passportvisionz #marinabay #marinabaysands #marinabaysandshotel #singapore #shanghaitips #beijing #hongkong #chinanews #digitalnomad,114900,36200,1191,2100000,366,landen,original sound,19100,1245,994500,6551,7284281935646461226,6935626086391579653,7133971104036653867
2023-07-13,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7255333898161245441,V-log of the trip to Oman,English,No,#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #summer #oman #desert #sands,0,32300,145,2100000,96,eliasbcb,son original,8069,178,0,6673,7255333898161245441,7151682497272972314,7255333902133349121
2023-07-14,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7255688713118764290,"People of Palestine, flashing pictures of people and resistance movement",English,No,#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #palestine #freepalestine #🇵🇸 #palestinelivesmatter #alaqsa #alqods #jerusalem,20300,32300,145,2100000,96,Une sœur,son original,1674,40,102800,780,7255688713118764290,7151682497272972314,7063179878732221189
2023-07-14,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7255604115613551874,"Flashing pictures of the destinations, can be used as wallpapers",English,No,#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #summer #raja #ampat #islands #indonesia #🇮🇩 #wallpapers,68100,32300,145,2100000,96,speedupsongsnl,origineel geluid,6467,172,380400,5017,7255604115613551874,7151682497272972314,7205251025777920774
2023-07-20,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7257887483269057794,Photoshoots from different parts of the world,English,No,#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #summer,78400,32300,145,2100000,96,Charly Black,Gyal You a Party Animal - Slowed,8833,359,489100,5303,7257887483269057794,7151682497272972314,7184826919282542593
2023-07-30,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7261571246133939457,"Flashing pictures of travel in Palestina, a muslim world with the notion of war and unsecurity",English,No,#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #summer #palestine #alqods #alaqsa,19100,32300,145,2100000,96,Haqq Spreader,original sound,1360,34,100300,495,7261571246133939457,7151682497272972314,7242288149468400410
2023-08-08,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7265002079914167554,Flashing pictures of the destinations of Dunya,English,No,#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #summer,34900,32300,145,2100000,96,ᴵʰ ᵐ ᶻ ˣ ᵉ ᵈ ⁱ ᵗ ˢ,suara asli - am,3576,56,213400,4433,7265002079914167554,7151682497272972314,7229752588227758875
2023-08-12,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7266363727660715265,Flashing photos of the Oman as a destination,English,No,#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #summer  #oman #sultanatoman #muscat,42900,32300,145,2100000,96,eliasbcb,son original,7476,142,407200,4587,7266363727660715265,7151682497272972314,7266363747706931970
2023-08-21,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7269709678928514305,"Flashing pictures of Thailand, the beach, snorkeling and riding the scooter",Thai,No,#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #summer,19100,32300,145,2100000,96,𝐼♛,son original,1796,34,137400,1472,7269709678928514305,7151682497272972314,7179650193531357957
2024-01-06,indonesianwithlauren,https://www.tiktok.com/@7139851158186116122/video/7320830673466526981,"A gril learning new slang, the explanation of a swearing word, a new Indonesian slang: ""bjir"" and how it came to be! Not sure how this content is related ti digital nomadism ",English,No,#indonesianlesson #indonesianteacher #bahasaindonesia #belajarbahasaindonesia #learnindonesian #learnbahasa #learnbahasaindonesia #language #languagelearning #languagecourse #education #bilingual #indonesiaexpat #expat #digitalnomad #bali #jakarta #indonesia #asia #southeastasia #indonesianculture #slang,26900,48200,111,2000000,236,Indonesian with Lauren,original sound - Indonesian with Lauren,843,503,236600,236,7320830673466526981,7139851158186116122,7320830676711344901
